Year,Country,Origin,Refugees,Asylum-seekers (pending cases),Returned refugees,Internally displaced persons (IDPs),Returned IDPs,Stateless persons,Others of concern,Total Population,Indicator,2016,2017
2013,Iceland,Tunisia,,1,,,,,,1,Tunisia,,[]
2013,Israel,Syrian Arab Rep.,1,,,,,,,1,Syrian Arab Rep.,,[nan]
2013,Italy,Dominican Rep.,2,,,,,,,2,Dominican Rep.,,['17']
2013,Italy,Western Sahara,,2,,,,,,2,Western Sahara,,['5']
2013,Italy,Jamaica,1,,,,,,,1,Jamaica,,[nan]
2013,Italy,Kazakhstan,2,,,,,,,2,Kazakhstan,,['8']
2013,Italy,Swaziland,1,1,,,,,,2,Swaziland,,['8']
2013,Jamaica,Cuba,,1,,,,,,1,Cuba,,[nan]
2013,Jamaica,Syrian Arab Rep.,2,,,,,,,2,Syrian Arab Rep.,,[nan]
2013,Jordan,United Arab Emirates,,1,,,,,,1,United Arab Emirates,,[nan]
2013,Jordan,Cameroon,,3,,,,,,3,Cameroon,,[nan]
2013,Jordan,Ghana,,1,,,,,,1,Ghana,,[nan]
2013,Jordan,Liberia,,1,,,,,,1,Liberia,,[nan]
2013,Jordan,Nigeria,,1,,,,,,1,Nigeria,,[nan]
2013,Jordan,Venezuela (Bolivarian Republic of),,1,,,,,,1,Venezuela (Bolivarian Republic of),,[]
2013,Kenya,Burkina Faso,,1,,,,,,1,Burkina Faso,,[nan]
2013,Kenya,Sierra Leone,,1,,,,,,1,Sierra Leone,,[nan]
2013,Kenya,Yemen,,1,,,,,,1,Yemen,,['68']
2013,Kyrgyzstan,Tajikistan,,3,,,,,,3,Tajikistan,,[nan]
2013,Saint Kitts and Nevis,Egypt,,1,,,,,,1,Egypt,,[]
2013,Rep. of Korea,Brazil,,2,,,,,,2,Brazil,,[nan]
2013,Rep. of Korea,Cambodia,,1,,,,,,1,Cambodia,,[nan]
2013,Rep. of Korea,Lesotho,,1,,,,,,1,Lesotho,,[]
2013,Rep. of Korea,Mozambique,,1,,,,,,1,Mozambique,,[nan]
2013,Rep. of Korea,Mauritania,,1,,,,,,1,Mauritania,,[nan]
2013,Rep. of Korea,Nicaragua,,1,,,,,,1,Nicaragua,,[nan]
2013,Rep. of Korea,Senegal,,1,,,,,,1,Senegal,,[nan]
2013,Rep. of Korea,Turkey,,3,,,,,,3,Turkey,,[nan]
2013,Rep. of Korea,Viet Nam,,1,,,,,,1,Viet Nam,,[nan]
2013,Kuwait,Morocco,2,,,,,,,2,Morocco,,[]
2013,Kuwait,Mali,,1,,,,,,1,Mali,,[nan]
2013,Kuwait,Various/Unknown,20,8,,,,,,28,Various/Unknown,,[]
2013,Lebanon,United Arab Emirates,,,,,,,20,20,United Arab Emirates,,[]
2013,Lebanon,Azerbaijan,,,,,,,1,1,Azerbaijan,,[]
2013,Lebanon,Bulgaria,,,,,,,1,1,Bulgaria,,[nan]
2013,Lebanon,Bosnia and Herzegovina,,,,,,,1,1,Bosnia and Herzegovina,,[nan]
2013,Lebanon,Belarus,,,,,,,1,1,Belarus,,[]
2013,Lebanon,Germany,,,,,,,1,1,Germany,,[]
2013,Lebanon,Denmark,,,,,,,1,1,Denmark,,[nan]
2013,Lebanon,France,,,,,,,1,1,France,,[]
2013,Lebanon,Ghana,2,,,,,,,2,Ghana,,[nan]
2013,Lebanon,Croatia,,,,,,,1,1,Croatia,,[]
2013,Lebanon,Hungary,,,,,,,3,3,Hungary,,[nan]
2013,Lebanon,Indonesia,,,,,,,1,1,Indonesia,,[nan]
2013,Lebanon,Kenya,,2,,,,,,2,Kenya,,[nan]
2013,Lebanon,Maldives,,,,,,,1,1,Maldives,,[]
2013,Lebanon,Mauritania,,,,,,,1,1,Mauritania,,[nan]
2013,Lebanon,Oman,1,,,,,,,1,Oman,,[nan]
2013,Lebanon,Serbia and Kosovo (S/RES/1244 (1999)),,,,,,,2,2,Serbia and Kosovo (S/RES/1244 (1999)),,[]
2013,Liberia,Eritrea,1,,,,,,,1,Eritrea,,[nan]
2013,Liberia,Gambia,1,,,,,,,1,Gambia,,[nan]
2013,Liberia,Cambodia,1,,,,,,,1,Cambodia,,[]
2013,Liberia,Liberia,,,,,,1,,1,Liberia,,[]
2013,Liberia,Syrian Arab Rep.,,8,,,,,,8,Syrian Arab Rep.,,['7']
2013,Liberia,South Africa,,1,,,,,,1,South Africa,,[]
2013,Libya,Afghanistan,,1,,,,,,1,Afghanistan,,[nan]
2013,Libya,Congo,,2,,,,,,2,Congo,,[nan]
2013,Libya,Gambia,,1,,,,,,1,Gambia,,[nan]
2013,Libya,Jordan,,4,,,,,,4,Jordan,,[nan]
2013,Libya,Ukraine,,1,,,,,,1,Ukraine,,[]
2013,Saint Lucia,Syrian Arab Rep.,1,,,,,,,1,Syrian Arab Rep.,,[nan]
2013,Liechtenstein,Croatia,,3,,,,,,3,Croatia,,[]
2013,Sri Lanka,Somalia,,1,,,,,,1,Somalia,,[nan]
2013,Lithuania,Egypt,,1,,,,,,1,Egypt,,[nan]
2013,Lithuania,Guinea,,3,,,,,,3,Guinea,,[]
2013,Lithuania,India,,7,,,,,,7,India,,[nan]
2013,Luxembourg,Belgium,,1,,,,,,1,Belgium,,[]
2013,Luxembourg,China,2,2,,,,,,4,China,,[nan]
2013,Luxembourg,Cabo Verde,1,,,,,,,1,Cabo Verde,,[]
2013,Luxembourg,Costa Rica,1,,,,,,,1,Costa Rica,,[nan]
2013,Luxembourg,Germany,,1,,,,,,1,Germany,,[]
2013,Luxembourg,Djibouti,,1,,,,,,1,Djibouti,,[]
2013,Luxembourg,Egypt,,5,,,,,,5,Egypt,,['5']
2013,Luxembourg,Spain,,1,,,,,,1,Spain,,[]
2013,Luxembourg,Gabon,,1,,,,,,1,Gabon,,[nan]
2013,Luxembourg,Ghana,,1,,,,,,1,Ghana,,[nan]
2013,Luxembourg,Kazakhstan,1,6,,,,,,7,Kazakhstan,,[nan]
2013,Luxembourg,Kuwait,,2,,,,,,2,Kuwait,,[]
2013,Luxembourg,Libya,2,16,,,,,,18,Libya,,['5']
2013,Luxembourg,Lithuania,,1,,,,,,1,Lithuania,,[]
2013,Luxembourg,Latvia,,1,,,,,,1,Latvia,,[]
2013,Luxembourg,Rep. of Moldova,2,,,,,,,2,Rep. of Moldova,,[nan]
2013,Luxembourg,Montenegro,1,39,,,,,,40,Montenegro,,['18']
2013,Luxembourg,Niger,,3,,,,,,3,Niger,,[]
2013,Luxembourg,Nepal,,1,,,,,,1,Nepal,,[]
2013,Luxembourg,Pakistan,1,4,,,,,,5,Pakistan,,[nan]
2013,Luxembourg,Peru,3,,,,,,,3,Peru,,[nan]
2013,Luxembourg,Dem. People's Rep. of Korea,5,11,,,,,,16,Dem. People's Rep. of Korea,,['12']
2013,Luxembourg,Palestinian,,10,,,,,,10,Palestinian,,[]
2013,Luxembourg,Tajikistan,1,,,,,,,1,Tajikistan,,[nan]
2013,Luxembourg,Turkmenistan,5,,,,,,,5,Turkmenistan,,['5']
2013,Luxembourg,Uruguay,1,,,,,,,1,Uruguay,,[nan]
2013,Luxembourg,Uzbekistan,1,,,,,,,1,Uzbekistan,,[nan]
2013,Luxembourg,Viet Nam,1,,,,,,,1,Viet Nam,,[]
2013,Latvia,Eritrea,,1,,,,,,1,Eritrea,,['30']
2013,Morocco,Colombia,,1,,,,,,1,Colombia,,[]
2013,Morocco,United Kingdom,,1,,,,,,1,United Kingdom,,[nan]
2013,Morocco,Guatemala,,1,,,,,,1,Guatemala,,[]
2013,Morocco,Jordan,,1,,,,,,1,Jordan,,[nan]
2013,Morocco,Malawi,,2,,,,,,2,Malawi,,[]
2013,Morocco,Namibia,,2,,,,,,2,Namibia,,[]
2013,Morocco,Nepal,,1,,,,,,1,Nepal,,[]
2013,Morocco,Philippines,,2,,,,,,2,Philippines,,[]
2013,Morocco,Zambia,,4,,,,,,4,Zambia,,[]
2013,Rep. of Moldova,Belgium,,1,,,,,,1,Belgium,,[]
2013,Rep. of Moldova,Burkina Faso,,1,,,,,,1,Burkina Faso,,[]
2013,Rep. of Moldova,Cuba,,3,,,,,,3,Cuba,,[]
2013,Rep. of Moldova,Eritrea,,1,,,,,,1,Eritrea,,[]
2013,Rep. of Moldova,Ethiopia,,1,,,,,,1,Ethiopia,,[]
2013,Rep. of Moldova,Italy,,1,,,,,,1,Italy,,[]
2013,Rep. of Moldova,Mali,,1,,,,,,1,Mali,,[]
2013,Rep. of Moldova,Sierra Leone,,1,,,,,,1,Sierra Leone,,[]
2013,Madagascar,Pakistan,6,,,,,,,6,Pakistan,,['12']
2013,Mexico,Singapore,,1,,,,,,1,Singapore,,[nan]
2013,Mexico,Timor-Leste,,1,,,,,,1,Timor-Leste,,[nan]
2013,Mexico,Ukraine,,1,,,,,,1,Ukraine,,['9']
2013,The former Yugoslav Republic of Macedonia,Benin,,1,,,,,,1,Benin,,[]
2013,The former Yugoslav Republic of Macedonia,Burkina Faso,,3,,,,,,3,Burkina Faso,,[]
2013,The former Yugoslav Republic of Macedonia,Bangladesh,,42,,,,,,42,Bangladesh,,[]
2013,The former Yugoslav Republic of Macedonia,Bulgaria,,1,,,,,,1,Bulgaria,,[]
2013,The former Yugoslav Republic of Macedonia,Central African Rep.,,1,,,,,,1,Central African Rep.,,[]
2013,The former Yugoslav Republic of Macedonia,C̫te d'Ivoire,,6,,,,,,6,C̫te d'Ivoire,,[]
2013,The former Yugoslav Republic of Macedonia,Cameroon,,1,,,,,,1,Cameroon,,[]
2013,The former Yugoslav Republic of Macedonia,Congo,,1,,,,,,1,Congo,,[]
2013,The former Yugoslav Republic of Macedonia,Egypt,,2,,,,,,2,Egypt,,[]
2013,The former Yugoslav Republic of Macedonia,Ghana,,14,,,,,,14,Ghana,,[]
2013,The former Yugoslav Republic of Macedonia,Myanmar,,5,,,,,,5,Myanmar,,[]
2013,The former Yugoslav Republic of Macedonia,Rwanda,,1,,,,,,1,Rwanda,,[]
2013,The former Yugoslav Republic of Macedonia,Senegal,,20,,,,,,20,Senegal,,[]
2013,The former Yugoslav Republic of Macedonia,Togo,,3,,,,,,3,Togo,,[]
2013,Mali,Sierra Leone,,1,,,,,,1,Sierra Leone,,[nan]
2013,Malta,Malaysia,,1,,,,,,1,Malaysia,,[nan]
2013,Malta,Senegal,,34,,,,,,34,Senegal,,[nan]
2013,Malta,South Sudan,,1,,,,,,1,South Sudan,,['22']
2013,Montenegro,Afghanistan,,2,,,,,,2,Afghanistan,,[]
2013,Montenegro,C̫te d'Ivoire,,1,,,,,,1,C̫te d'Ivoire,,[]
2013,Montenegro,Dem. Rep. of the Congo,,7,,,,,,7,Dem. Rep. of the Congo,,[]
2013,Montenegro,Congo,,2,,,,,,2,Congo,,[]
2013,Montenegro,Germany,,,,,,,1,1,Germany,,[]
2013,Montenegro,Eritrea,,66,,,,,,66,Eritrea,,[nan]
2013,Montenegro,Guinea,,1,,,,,,1,Guinea,,[]
2013,Montenegro,Gambia,,3,,,,,,3,Gambia,,[]
2013,Montenegro,Mali,,1,,,,,,1,Mali,,[]
2013,Montenegro,Mauritania,,1,,,,,,1,Mauritania,,[]
2013,Montenegro,Nigeria,,9,,,,,,9,Nigeria,,[]
2013,Montenegro,Poland,,,,,,,1,1,Poland,,[]
2013,Montenegro,Sudan,,25,,,,,,25,Sudan,,[]
2013,Montenegro,Somalia,,4,,,,,,4,Somalia,,[]
2013,Mongolia,Syrian Arab Rep.,,3,,,,,,3,Syrian Arab Rep.,,[]
2013,Mozambique,Central African Rep.,,1,,,,,,1,Central African Rep.,,[nan]
2013,Mauritania,Burkina Faso,,1,,,,,,1,Burkina Faso,,[]
2013,Mauritania,Ethiopia,,1,,,,,,1,Ethiopia,,['6']
2013,Mauritania,Sierra Leone,,2,,,,,,2,Sierra Leone,,[nan]
2013,Mauritania,Syrian Arab Rep.,5,41,,,,,,46,Syrian Arab Rep.,,['464']
2013,Malawi,Belgium,,4,,,,,,4,Belgium,,[]
2013,Malaysia,Angola,,1,,,,,,1,Angola,,[nan]
2013,Malaysia,Mauritania,,1,,,,,,1,Mauritania,,[]
2013,Malaysia,Singapore,,1,,,,,,1,Singapore,,[]
2013,Malaysia,Timor-Leste,,1,,,,,,1,Timor-Leste,,[nan]
2013,Namibia,Guinea-Bissau,,1,,,,,,1,Guinea-Bissau,,[]
2013,Namibia,Mali,1,,,,,,,1,Mali,,[nan]
2013,Niger,Niger,,,,,,,35166,35166,Niger,,[nan]
2013,Nigeria,Afghanistan,5,,,,,,,5,Afghanistan,,['5']
2013,Netherlands,Switzerland,1,,,,,,,1,Switzerland,,[nan]
2013,Netherlands,Japan,1,,,,,,,1,Japan,,[nan]
2013,Netherlands,Tuvalu,1,,,,,,,1,Tuvalu,,[nan]
2013,Norway,Papua New Guinea,,1,,,,,,1,Papua New Guinea,,[]
2013,Nepal,Egypt,1,,,,,,,1,Egypt,,[]
2013,Nauru,Azerbaijan,,1,,,,,,1,Azerbaijan,,[]
2013,Nauru,Lebanon,,15,,,,,,15,Lebanon,,['14']
2013,Nauru,Palestinian,,25,,,,,,25,Palestinian,,[]
2013,Nauru,Sudan,,31,,,,,,31,Sudan,,['13']
2013,Nauru,Viet Nam,,19,,,,,,19,Viet Nam,,[]
2013,New Zealand,Maldives,1,,,,,,,1,Maldives,,[nan]
2013,New Zealand,Malawi,,1,,,,,,1,Malawi,,[]
2013,Panama,Jamaica,,1,,,,,,1,Jamaica,,[nan]
2013,Panama,Kenya,,1,,,,,,1,Kenya,,[nan]
2013,Peru,Congo,1,,,,,,,1,Congo,,[nan]
2013,Peru,Honduras,,1,,,,,,1,Honduras,,[nan]
2013,Peru,Kyrgyzstan,2,,,,,,,2,Kyrgyzstan,,[nan]
2013,Peru,Syrian Arab Rep.,3,,,,,,,3,Syrian Arab Rep.,,['38']
2013,Peru,Uganda,1,,,,,,,1,Uganda,,[nan]
2013,Philippines,Egypt,,1,,,,,,1,Egypt,,[nan]
2013,Philippines,Cambodia,13,,,,,,,13,Cambodia,,[nan]
2013,Philippines,Malaysia,,1,,,,,,1,Malaysia,,[]
2013,Philippines,United Rep. of Tanzania,,1,,,,,,1,United Rep. of Tanzania,,[nan]
2013,Poland,Ghana,,1,,,,,,1,Ghana,,[]
2013,Poland,Kiribati,,1,,,,,,1,Kiribati,,[]
2013,Poland,Mali,,2,,,,,,2,Mali,,[nan]
2013,Poland,Tajikistan,,1,,,,,,1,Tajikistan,,['49']
2013,Portugal,Jordan,,1,,,,,,1,Jordan,,[nan]
2013,Portugal,Mali,1,6,,,,,,7,Mali,,['13']
2013,Romania,Burundi,1,,,,,,,1,Burundi,,['6']
2013,Romania,Central African Rep.,1,,,,,,,1,Central African Rep.,,['10']
2013,Romania,Dominican Rep.,,2,,,,,,2,Dominican Rep.,,[]
2013,Romania,Ghana,,1,,,,,,1,Ghana,,[]
2013,Romania,Philippines,,1,,,,,,1,Philippines,,[]
2013,Romania,Turkmenistan,,1,,,,,,1,Turkmenistan,,[]
2013,Sudan,Armenia,,5,,,,,,5,Armenia,,[]
2013,Sudan,Lebanon,,1,,,,,,1,Lebanon,,[]
2013,Sudan,South Africa,,1,,,,,,1,South Africa,,[]
2013,Senegal,Iran (Islamic Rep. of),,1,,,,,,1,Iran (Islamic Rep. of),,[nan]
2013,Senegal,Syrian Arab Rep.,,4,,,,,,4,Syrian Arab Rep.,,[nan]
2013,Somalia,Palestinian,,3,,,,,,3,Palestinian,,['15']
2013,Somalia,Syrian Arab Rep.,,8,,,,,,8,Syrian Arab Rep.,,['172']
2013,Serbia and Kosovo (S/RES/1244 (1999)),Ghana,,13,,,,,,13,Ghana,,[nan]
2013,Serbia and Kosovo (S/RES/1244 (1999)),India,,1,,,,,,1,India,,[]
2013,Serbia and Kosovo (S/RES/1244 (1999)),Kenya,,1,,,,,,1,Kenya,,[]
2013,Serbia and Kosovo (S/RES/1244 (1999)),Liberia,,1,,,,,,1,Liberia,,[]
2013,Serbia and Kosovo (S/RES/1244 (1999)),Rwanda,,2,,,,,,2,Rwanda,,[]
2013,Serbia and Kosovo (S/RES/1244 (1999)),Senegal,,5,,,,,,5,Senegal,,[nan]
2013,Serbia and Kosovo (S/RES/1244 (1999)),Togo,,1,,,,,,1,Togo,,[]
2013,South Sudan,Burundi,,1,,,,,,1,Burundi,,[nan]
2013,South Sudan,C̫te d'Ivoire,,1,,,,,,1,C̫te d'Ivoire,,[]
2013,South Sudan,Congo,,8,,,,,,8,Congo,,[]
2013,South Sudan,Egypt,,2,,,,,,2,Egypt,,[nan]
2013,South Sudan,Kenya,,1,,,,,,1,Kenya,,[]
2013,South Sudan,Syrian Arab Rep.,,1,,,,,,1,Syrian Arab Rep.,,[nan]
2013,South Sudan,Uganda,,1,,,,,,1,Uganda,,[nan]
2013,Slovakia,Belarus,1,,,,,,,1,Belarus,,[]
2013,Slovakia,Jordan,1,,,,,,,1,Jordan,,[nan]
2013,Slovakia,Mali,1,,,,,,,1,Mali,,[]
2013,Sweden,United Arab Emirates,,2,,,,,,2,United Arab Emirates,,[nan]
2013,Sweden,Central African Rep.,,1,,,,,,1,Central African Rep.,,[nan]
2013,Sweden,Costa Rica,,1,,,,,,1,Costa Rica,,[nan]
2013,Sweden,Dominican Rep.,1,2,,,,,,3,Dominican Rep.,,[nan]
2013,Sweden,Guyana,,1,,,,,,1,Guyana,,[nan]
2013,Sweden,Maldives,,1,,,,,,1,Maldives,,[nan]
2013,Sweden,South Sudan,,1,,,,,,1,South Sudan,,[nan]
2013,Swaziland,Swaziland,,,,,,,1,1,Swaziland,,[]
2013,Syrian Arab Rep.,Albania,,5,,,,,,5,Albania,,[]
2013,Syrian Arab Rep.,Azerbaijan,,2,,,,,,2,Azerbaijan,,[]
2013,Syrian Arab Rep.,Comoros,,5,,,,,,5,Comoros,,[nan]
2013,Syrian Arab Rep.,Sri Lanka,,1,,,,,,1,Sri Lanka,,[nan]
2013,Syrian Arab Rep.,Namibia,,1,,,,,,1,Namibia,,[]
2013,Turks and Caicos Islands,Nigeria,,1,,,,,,1,Nigeria,,[]
2013,Turks and Caicos Islands,Sierra Leone,,1,,,,,,1,Sierra Leone,,[]
2013,Chad,Egypt,1,,,,,,,1,Egypt,,[nan]
2013,Togo,Libya,1,,,,,,,1,Libya,,[]
2013,Thailand,Mali,,1,,,,,,1,Mali,,[nan]
2013,Thailand,Malaysia,,2,,,,,,2,Malaysia,,[nan]
2013,Trinidad and Tobago,Egypt,1,,,,,,,1,Egypt,,[nan]
2013,Trinidad and Tobago,Jamaica,1,,,,,,,1,Jamaica,,['19']
2013,Trinidad and Tobago,Mexico,,6,,,,,,6,Mexico,,['6']
2013,Trinidad and Tobago,Syrian Arab Rep.,1,,,,,,,1,Syrian Arab Rep.,,['53']
2013,Tunisia,Bangladesh,,1,,,,,,1,Bangladesh,,[]
2013,Tunisia,Sri Lanka,,1,,,,,,1,Sri Lanka,,[]
2013,Tunisia,Mauritania,,2,,,,,,2,Mauritania,,[]
2013,Tunisia,Nepal,,1,,,,,,1,Nepal,,[]
2013,Tunisia,Tibetan,,1,,,,,,1,Tibetan,,[]
2013,Turkey,Bahrain,,1,,,,,,1,Bahrain,,[nan]
2013,Turkey,Gabon,,3,,,,,,3,Gabon,,[nan]
2013,Turkey,Guinea-Bissau,,1,,,,,,1,Guinea-Bissau,,[]
2013,Turkey,Cambodia,,1,,,,,,1,Cambodia,,[nan]
2013,Turkey,Niger,,9,,,,,,9,Niger,,[nan]
2013,Turkey,Dem. People's Rep. of Korea,,1,,,,,,1,Dem. People's Rep. of Korea,,[]
2013,Turkey,Solomon Islands,,1,,,,,,1,Solomon Islands,,[]
2013,Turkey,Zimbabwe,,2,,,,,,2,Zimbabwe,,[nan]
2013,United Rep. of Tanzania,Lebanon,,4,,,,,,4,Lebanon,,[]
2013,United Rep. of Tanzania,Pakistan,,1,,,,,,1,Pakistan,,[]
2013,United Rep. of Tanzania,Palestinian,,6,,,,,,6,Palestinian,,[]
2013,Uganda,Angola,,2,,,,,,2,Angola,,[nan]
2013,Uganda,Gambia,,1,,,,,,1,Gambia,,[nan]
2013,Uganda,Senegal,,1,,,,,,1,Senegal,,['5']
2013,Uganda,Yemen,1,,,,,,,1,Yemen,,['33']
2013,Uganda,Zambia,,1,,,,,,1,Zambia,,[nan]
2013,Ukraine,Gambia,,2,,,,,,2,Gambia,,[nan]
2013,Uruguay,Syrian Arab Rep.,,1,,,,,,1,Syrian Arab Rep.,,['61']
2013,Uruguay,United States of America,,2,,,,,,2,United States of America,,[]
2013,United States of America,Cura̤ao,35,59,,,,,,94,Cura̤ao,,['35']
2013,United States of America,Denmark,,6,,,,,,6,Denmark,,[nan]
2013,British Virgin Islands,Cuba,,3,,,,,,3,Cuba,,[]
2013,Vanuatu,Uganda,,1,,,,,,1,Uganda,,[]
2013,Yemen,C̫te d'Ivoire,,1,,,,,,1,C̫te d'Ivoire,,[nan]
2013,South Africa,Indonesia,,1,,,,,,1,Indonesia,,[]
2013,South Africa,"China, Macao SAR",,1,,,,,,1,"China, Macao SAR",,[]
2013,South Africa,El Salvador,,1,,,,,,1,El Salvador,,[]
2013,South Africa,Tuvalu,,1,,,,,,1,Tuvalu,,[]
2013,South Africa,Samoa,,2,,,,,,2,Samoa,,[]
2013,Zambia,Afghanistan,1,,,,,,,1,Afghanistan,,[]
2013,Zambia,C̫te d'Ivoire,,1,,,,,,1,C̫te d'Ivoire,,[]
2013,Zambia,Cameroon,,1,,,,,,1,Cameroon,,[]
2013,Zambia,Costa Rica,,3,,,,,,3,Costa Rica,,[]
2013,Zambia,Egypt,,7,,,,,,7,Egypt,,[]
2013,Zambia,Guinea-Bissau,,1,,,,,,1,Guinea-Bissau,,[]
2013,Zambia,Iraq,,1,,,,,,1,Iraq,,[]
2013,Zambia,Mali,1,,,,,,,1,Mali,,[]
2013,Zambia,Serbia and Kosovo (S/RES/1244 (1999)),2,,,,,,,2,Serbia and Kosovo (S/RES/1244 (1999)),,[]
2013,Zambia,Syrian Arab Rep.,,4,,,,,,4,Syrian Arab Rep.,,[nan]
2013,Zimbabwe,Egypt,4,4,,,,,,8,Egypt,,['5']
2013,Zimbabwe,Mali,12,2,,,,,,14,Mali,,[nan]
2014,Afghanistan,Kazakhstan,,1,,,,,,1,Kazakhstan,,[]
2014,Afghanistan,Uzbekistan,,2,,,,,,2,Uzbekistan,,[nan]
2014,Angola,Libya,1,,,,,,,1,Libya,,[nan]
2014,Angola,Mali,2,1,,,,,,3,Mali,,[nan]
2014,Angola,Dem. People's Rep. of Korea,,1,,,,,,1,Dem. People's Rep. of Korea,,[nan]
2014,Albania,Armenia,,1,,,,,,1,Armenia,,[]
2014,Albania,Azerbaijan,,5,,,,,,5,Azerbaijan,,[]
2014,Albania,Eritrea,,1,,,,,,1,Eritrea,,[]
2014,Albania,Russian Federation,,1,,,,,,1,Russian Federation,,[nan]
2014,Albania,Stateless,,,,,,7443,,7443,Stateless,,[nan]
2014,Argentina,The former Yugoslav Republic of Macedonia,17,,,,,,,17,The former Yugoslav Republic of Macedonia,,['9']
2014,Argentina,Philippines,,1,,,,,,1,Philippines,,[nan]
2014,Argentina,Portugal,,1,,,,,,1,Portugal,,[nan]
2014,Argentina,Palestinian,2,1,,,,,,3,Palestinian,,['10']
2014,Armenia,Benin,,1,,,,,,1,Benin,,[]
2014,Armenia,Ukraine,43,27,,,,,,70,Ukraine,,['113']
2014,Armenia,Stateless,,,,,,206,,206,Stateless,,[nan]
2014,Australia,Nicaragua,,4,,,,,,4,Nicaragua,,[nan]
2014,Austria,Chile,,1,,,,,,1,Chile,,[]
2014,Austria,United Kingdom,,1,,,,,,1,United Kingdom,,[]
2014,Azerbaijan,C̫te d'Ivoire,,2,,,,,,2,C̫te d'Ivoire,,[nan]
2014,Azerbaijan,Cameroon,1,,,,,,,1,Cameroon,,[]
2014,Azerbaijan,India,,3,,,,,,3,India,,[]
2014,Azerbaijan,Nepal,,6,,,,,,6,Nepal,,[]
2014,Azerbaijan,Ukraine,,12,,,,,,12,Ukraine,,['6']
2014,Azerbaijan,Stateless,,,,,,3585,,3585,Stateless,,[nan]
2014,Burundi,Guinea,,1,,,,,,1,Guinea,,[]
2014,Burundi,India,,1,,,,,,1,India,,[nan]
2014,Burundi,Mozambique,1,,,,,,,1,Mozambique,,[nan]
2014,Burundi,Senegal,,1,,,,,,1,Senegal,,[nan]
2014,Burundi,South Sudan,1,1,,,,,,2,South Sudan,,[nan]
2014,Burundi,United Rep. of Tanzania,,1,,,,,,1,United Rep. of Tanzania,,[nan]
2014,Burundi,Stateless,,,,,,1302,,1302,Stateless,,[nan]
2014,Belgium,Greece,1,,,,,,,1,Greece,,[]
2014,Belgium,Lesotho,,1,,,,,,1,Lesotho,,[]
2014,Belgium,Sao Tome and Principe,,2,,,,,,2,Sao Tome and Principe,,[]
2014,Burkina Faso,Tibetan,,2,,,,,,2,Tibetan,,[]
2014,Bulgaria,Central African Rep.,,4,,,,,,4,Central African Rep.,,[]
2014,Bulgaria,Gabon,,2,,,,,,2,Gabon,,[nan]
2014,Bulgaria,Kuwait,,1,,,,,,1,Kuwait,,[]
2014,Bulgaria,Palestinian,1,1,,,,,,2,Palestinian,,[nan]
2014,Bulgaria,Singapore,,1,,,,,,1,Singapore,,[nan]
2014,Bahrain,Pakistan,1,,,,,,,1,Pakistan,,[nan]
2014,Bahamas,China,,4,,,,,,4,China,,[nan]
2014,Bosnia and Herzegovina,Central African Rep.,,1,,,,,,1,Central African Rep.,,[]
2014,Bosnia and Herzegovina,Dem. Rep. of the Congo,,1,,,,,,1,Dem. Rep. of the Congo,,[nan]
2014,Bosnia and Herzegovina,Ukraine,,1,,,,,,1,Ukraine,,[]
2014,Bosnia and Herzegovina,Stateless,,,,,,101,,101,Stateless,,[nan]
2014,Belarus,Gambia,,1,,,,,,1,Gambia,,[]
2014,Belarus,Lebanon,,4,,,,,,4,Lebanon,,[nan]
2014,Bolivia (Plurinational State of),Egypt,,1,,,,,,1,Egypt,,[]
2014,Bolivia (Plurinational State of),Mali,,1,,,,,,1,Mali,,[]
2014,Bolivia (Plurinational State of),Nigeria,1,6,,,,,,7,Nigeria,,[nan]
2014,Bolivia (Plurinational State of),Pakistan,3,,,,,,,3,Pakistan,,[nan]
2014,Brazil,Canada,,1,,,,,,1,Canada,,[nan]
2014,Brazil,Czech Rep.,,1,,,,,,1,Czech Rep.,,[nan]
2014,Brazil,Western Sahara,,1,,,,,,1,Western Sahara,,[]
2014,Brazil,Greece,,1,,,,,,1,Greece,,[nan]
2014,Brazil,Jamaica,,2,,,,,,2,Jamaica,,[nan]
2014,Brazil,Rep. of Korea,,1,,,,,,1,Rep. of Korea,,[nan]
2014,Brazil,Lithuania,,1,,,,,,1,Lithuania,,[nan]
2014,Brazil,Myanmar,,4,,,,,,4,Myanmar,,[nan]
2014,Brazil,Namibia,,5,,,,,,5,Namibia,,[nan]
2014,Brazil,Panama,,1,,,,,,1,Panama,,[nan]
2014,Brazil,Sao Tome and Principe,,4,,,,,,4,Sao Tome and Principe,,[nan]
2014,Brazil,Sweden,,1,,,,,,1,Sweden,,[nan]
2014,Brazil,Yemen,,1,,,,,,1,Yemen,,[nan]
2014,Brazil,Zambia,,1,,,,,,1,Zambia,,[nan]
2014,Brunei Darussalam,Stateless,,,,,,20524,,20524,Stateless,,[nan]
2014,Botswana,Sierra Leone,1,,,,,,,1,Sierra Leone,,[nan]
2014,Central African Rep.,Syrian Arab Rep.,,8,,,,,,8,Syrian Arab Rep.,,[]
2014,Canada,South Sudan,,2,,,,,,2,South Sudan,,['12']
2014,Switzerland,Australia,1,1,,,,,,2,Australia,,[]
2014,Switzerland,Brunei Darussalam,,1,,,,,,1,Brunei Darussalam,,[nan]
